,Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed
1089,MRPL57,NM_024026,-18.559539013057908,-18.54934617583353,-18.676565757599327,98.0,-0.4276326530612245,-0.457406779661017
1090,GAK,NM_005255,-18.559539013057908,-18.550547816478637,-18.6766358100592,75.0,-0.5244827586206896,-0.505940594059406
1091,CAT,NM_001752,-18.560286226108644,-18.551400514107613,-18.676655690081766,116.0,-0.35382022471910113,-0.36788359788359787
1092,KDM5B,NM_001314042,-18.561070847569066,-18.553974784117514,-18.677267248304574,77.0,-0.3085064377682404,-0.3330830039525692
1093,HS1BP3,NM_022460,-18.561551732406414,-18.554854748975703,-18.677662981509787,110.0,-0.2353658536585366,-0.3812056737588653
1094,GRINA,NM_000837,-18.56465411372468,-18.5560178007393,-18.681621152527047,87.0,-0.5623381294964029,-0.5071693121693122
1095,MYDGF,NM_019107,-18.565606002734455,-18.556055950321337,-18.68205645912932,108.0,-0.2802898550724638,-0.5221301775147928
1096,TMEM127,NM_017849,-18.566666833073185,-18.556057956035612,-18.68327684087978,88.0,-0.519927536231884,-0.5583244680851064
1097,GLS,NM_014905,-18.56691912035553,-18.556298711571426,-18.683451292552725,80.0,-0.3478030303030303,-0.4176648351648352
1098,RAB1B,NM_030981,-18.56773578026209,-18.557324528517523,-18.683910876438247,86.0,-0.4461052631578948,-0.4046153846153847
1099,RNF2,NM_007212,-18.56951990205559,-18.55976632873,-18.684813923938513,71.0,-0.4572532188841202,-0.3805405405405405
1100,CORO1B,NM_001018070,-18.56951990205559,-18.561647139535868,-18.685257969051822,77.0,-0.3973684210526316,-0.3978969957081545
1101,SMARCC2,NM_001330288,-18.570892585867558,-18.56218771076544,-18.686106246409427,124.0,-0.3511504424778761,-0.3869014084507042
1102,LMTK2,NM_014916,-18.571304023849088,-18.56549700343898,-18.68881772631418,71.0,-0.5088054607508533,-0.5425190839694657
1103,FBXO7,NM_012179,-18.571373470704913,-18.567073748061787,-18.689414423234165,83.0,-0.5097879858657244,-0.5272845953002611
1104,RIF1,NM_001177665,-18.57950079105327,-18.56814153156055,-18.69113439752504,89.0,-0.547065868263473,-0.5165898617511521
1105,RCC2,NM_018715,-18.58040247069282,-18.569122720773407,-18.691491337822786,81.0,-0.2944036697247707,-0.4203459119496855
1106,MICAL3,NM_015241,-18.581354359702594,-18.57116909943004,-18.69309576070189,76.0,-0.5327478753541076,-0.4945916114790288
1107,PLTP,NM_006227,-18.585856321375285,-18.571376847287496,-18.69334657585244,107.0,-0.4596632996632997,-0.45727959697733
1108,HSPA8,NM_006597,-18.585856321375285,-18.571608903227176,-18.693374701043002,74.0,-0.40498194945848376,-0.40477453580901857
1109,COPB2,NM_004766,-18.58712182767305,-18.57216897044988,-18.69408970400279,71.0,-0.31861538461538463,-0.3219565217391304
1110,ATP6V0A2,NM_012463,-18.58786904072379,-18.573441636344487,-18.694376334798022,86.0,-0.6253629032258065,-0.5788793103448275
1111,TAZ,NM_001303465,-18.594021050133325,-18.57377741141369,-18.696266870320965,73.0,-0.5525993883792049,-0.5438173302107728
1112,CA2,NM_000067,-18.594507076874358,-18.574196451419702,-18.697875946423732,85.0,-0.3631111111111111,-0.3706071428571429
1113,LRRFIP1,NM_001137552,-18.595506577207445,-18.57425829625104,-18.70003904839007,103.0,-0.5398972602739727,-0.5236224489795918
1114,PRCP,NM_199418,-18.595906657228785,-18.574657376271887,-18.7003282351505,105.0,-0.5027363184079602,-0.5061461794019934
1115,USP48,NM_032236,-18.59727934104076,-18.57585246648162,-18.7004118506333,113.0,-0.5572727272727274,-0.5407894736842105
1116,DDB1,NM_001923,-18.597519296555948,-18.57854920672766,-18.702263464835625,86.0,-0.5258196721311476,-0.4668023255813954
1117,FADS2,NM_004265,-18.597690779022287,-18.579736054363934,-18.70294641885253,93.0,-0.41192737430167603,-0.41670305676855895
1118,GANAB,NM_001329224,-18.600291560722344,-18.58098884197987,-18.70314213690069,69.0,-0.3875365141187926,-0.4023425022182786
1119,PLXDC2,NM_032812,-18.605070886319908,-18.58155759873265,-18.704619281427863,104.0,-0.4420094191522763,-0.4376797829036635
1120,TSSC4,NM_001297658,-18.607671668019968,-18.581958684467768,-18.706804470043746,88.0,-0.4503375,-0.44722222222222224
1121,DHRS11,NM_024308,-18.612958251153074,-18.58227560715677,-18.70747315737714,90.0,-0.5794392523364486,-0.6089171974522293
1122,CMIP,NM_198390,-18.6150404173574,-18.58441066771506,-18.712056120824073,76.0,-0.3597222222222222,-0.4865697674418605
1123,AZU1,NM_001700,-18.615709284524964,-18.58509225356446,-18.712178229461184,93.0,-0.015714285714285715,-0.4340495867768595
1124,SDHA,NM_004168,-18.61603991769048,-18.58776815827849,-18.71261019908213,79.0,-0.4832330827067669,-0.4978540772532189
1125,FANCL,NM_001114636,-18.61603991769048,-18.58952576838183,-18.712773851565593,111.0,-0.2574626865671642,-0.3301796407185629
1126,PIGS,NM_033198,-18.61772200387347,-18.589967634417,-18.71502193010389,107.0,-0.3888203753351207,-0.44162790697674414
1127,METAP2,NM_006838,-18.618310066225018,-18.590550176145843,-18.7159719272702,98.0,-0.3403731343283582,-0.4385897435897436
1128,FAM89A,NM_198552,-18.618310066225018,-18.59094472082439,-18.71783476265609,80.0,-0.5328947368421053,-0.6370289855072464
1129,ANKRD13A,NM_033121,-18.618310066225018,-18.59299197635832,-18.718687704609522,85.0,-0.5808108108108109,-0.5498328690807799
1130,RPS16,NM_001020,-18.621635903194605,-18.59464384399509,-18.719492306211787,71.0,-0.39848,-0.4432444444444445
1131,TMEM9B,NM_020644,-18.62222396554616,-18.59817038197672,-18.721314468067,107.0,-0.5288478260869566,-0.5207321428571429
1132,SIL1,NM_001037633,-18.623494613747614,-18.60096258105563,-18.723770394032158,117.0,-0.38281553398058255,-0.4099346405228758
1133,CRY1,NM_004075,-18.626090253543985,-18.60156374694131,-18.723803264176137,86.0,-0.4865513392857143,-0.48820281124498
1134,GON7,NM_032490,-18.628531884544863,-18.60181957248733,-18.724990925405134,72.0,-0.41064935064935065,-0.4653672316384181
1135,SCD,NM_005063,-18.630144523872023,-18.60515990099036,-18.72630375427121,75.0,-0.4537346938775511,-0.4380169491525424
1136,CYFIP2,NM_014376,-18.63237633701018,-18.607355291553798,-18.726793306453292,101.0,-0.32852830188679244,-0.3308767123287671
1137,GCHFR,NM_005258,-18.63464648554472,-18.60755881246627,-18.72805374414062,79.0,-0.5024468085106383,-0.5025773195876289
1138,SPEF2,NM_024867,-18.636328571727702,-18.608036739579106,-18.728815981353478,79.0,-0.42018018018018016,-0.3858293838862559
1139,AP5M1,NM_018229,-18.638182140377022,-18.61201316281565,-18.730604508268982,105.0,-0.33170960187353626,-0.3520683111954459
1140,TAB1,NM_006116,-18.640782922077086,-18.612033637626514,-18.731300832537816,115.0,-0.4453061224489796,-0.4670469798657718
1141,SSNA1,NM_003731,-18.64161515486081,-18.613303091369538,-18.732722265099927,102.0,-0.49376000000000003,-0.4383111111111112
1142,RSU1,NM_012425,-18.64161515486081,-18.613398204588307,-18.7336321671125,83.0,-0.3853846153846154,-0.37
1143,GTF2F1,NM_002096,-18.641945788026327,-18.614370462764853,-18.73494732770281,95.0,-0.3967719298245614,-0.3643376623376624
1144,CYB5D1,NM_144607,-18.642426672863678,-18.615244662101237,-18.73682827172295,73.0,-0.2862009803921569,-0.3204724409448819
1145,USP14,NM_005151,-18.644108759046663,-18.615479370792137,-18.738004464104453,65.0,-0.3212037037037037,-0.3220253164556962
1146,DPAGT1,NM_001382,-18.647297603098274,-18.616186743941032,-18.73907228957826,79.0,-0.3495,-0.3586346153846154
1147,PRPF31,NM_015629,-18.6481630293747,-18.6168644125648,-18.74173499786908,90.0,-0.3255808080808081,-0.36211693548387097
1148,ERICH1,NM_001303100,-18.648493662540226,-18.617933359753703,-18.742953021677515,87.0,-0.4471794871794872,-0.4041011235955057
1149,MXD1,NM_002357,-18.65076381107476,-18.618350236069077,-18.744546838190388,128.0,-0.5235862068965518,-0.49797435897435904
1150,HBQ1,NM_005331,-18.652861550156256,-18.62043548997132,-18.745624600321612,131.0,-0.5741176470588235,-0.5431225296442688
1151,ZMAT2,NM_144723,-18.65605039420787,-18.621838757372373,-18.746031855739037,116.0,-0.298019801980198,-0.311044776119403
1152,CYTH2,NM_017457,-18.65686191221074,-18.621852206520604,-18.74811463398764,66.0,-0.4716666666666667,-0.4708250000000001
1153,UBAC1,NM_016172,-18.658315400838717,-18.621917668400236,-18.748536961015805,97.0,-0.6819724770642202,-0.615
1154,DDX19B,NM_007242,-18.659964293529004,-18.62512394482226,-18.74984787149185,102.0,-0.3640287769784173,-0.3744351464435146
1155,RGS10,NM_001005339,-18.659964293529008,-18.62569232668836,-18.749868702648907,104.0,-0.4216666666666665,-0.40313953488372095
1156,TAF5,NM_006951,-18.660585549373266,-18.627301109757305,-18.750159395701992,118.0,-0.3808108108108108,-0.5117518248175182
1157,UBAC2,NM_001144072,-18.66164637971199,-18.627914248751388,-18.752975716142107,99.0,-0.4886570247933884,-0.4781849315068493
1158,PARP1,NM_001618,-18.663430501505488,-18.628759200216948,-18.753660992111573,126.0,-0.436374269005848,-0.4368265682656826
1159,NOL9,NM_024654,-18.6665121680429,-18.62921886467,-18.754174014890992,112.0,-0.4336458333333333,-0.4978061224489795
1160,IMP3,NM_018285,-18.66658161489872,-18.629583976973677,-18.754202955809497,88.0,-0.489741935483871,-0.4672549019607843
1161,AUNIP,NM_024037,-18.66774448084797,-18.632769684835885,-18.754484684092557,86.0,-0.5003960396039604,-0.5028855721393035
1162,KDM5C,NM_004187,-18.669182396598774,-18.633092114471435,-18.755542933387385,74.0,-0.4190619136960601,-0.4185466034755134
1163,RPL38,NM_000999,-18.67227963601336,-18.636342828427047,-18.755827615896763,69.0,-0.298359375,-0.3087719298245614
1164,RNF219,NM_024546,-18.67227963601336,-18.63672736986613,-18.756082443251433,105.0,-0.3542372881355932,-0.30245283018867924
1165,BUD23,NM_001202560,-18.673480837358998,-18.637114731205628,-18.757716591975086,131.0,-0.3582758620689656,-0.3774683544303797
1166,ALDH16A1,NM_153329,-18.674399532876066,-18.637127449887466,-18.75881760054296,109.0,-0.42267241379310333,-0.4339351851851852
1167,PIP4P2,NM_018710,-18.674880417713414,-18.63981598956357,-18.758950810225734,118.0,-0.3688938053097345,-0.3651840490797546
1168,SP1,NM_138473,-18.675468480064968,-18.645279459963668,-18.76382081113797,80.0,-0.2443298969072165,-0.3237055837563452
1169,KLF13,NM_015995,-18.67715056624796,-18.64570875853072,-18.764752622108265,113.0,-0.5361731843575419,-0.5376637554585153
1170,TMEM120B,NM_001080825,-18.678934688041462,-18.650905205273485,-18.76522328033973,97.0,-0.5260416666666666,-0.4567213114754098
1171,BRD8,NM_139199,-18.678934688041462,-18.65099534166383,-18.76574454314876,104.0,-0.3683636363636364,-0.33425806451612905
1172,OXLD1,NM_001304999,-18.680167000846527,-18.65359158802159,-18.76615659275401,78.0,-0.4716666666666667,-0.5375
1173,XPO5,NM_020750,-18.68057843882805,-18.653676928179895,-18.76711552963868,119.0,-0.4718957345971564,-0.4534726688102894
1174,GPR146,NM_001303474,-18.681395098734612,-18.654093552497283,-18.767220885007067,72.0,-0.4247619047619048,-0.4386401673640167
1175,C21orf2,NM_001271441,-18.683248667383925,-18.65466507055279,-18.76722753082085,86.0,-0.4996634615384616,-0.5049025974025974
1176,SHARPIN,NM_030974,-18.68363320882301,-18.65468554536365,-18.767702752608532,117.0,-0.5415495867768595,-0.5593493150684932
1177,GTPBP8,NM_014170,-18.68363320882301,-18.654950180641087,-18.769169243005095,127.0,-0.31042553191489364,-0.356734693877551
1178,CDAN1,NM_138477,-18.685449369062653,-18.65676671156748,-18.76974744048543,114.0,-0.20846153846153845,-0.3926984126984127
1179,VKORC1L1,NM_173517,-18.68590335735755,-18.6577467370902,-18.77069719576802,113.0,-0.663992673992674,-0.6163270777479892
1180,HGSNAT,NM_152419,-18.6901478898442,-18.658787689150255,-18.77085937733672,81.0,-0.32125,-0.6693918918918919
1181,DOCK2,NM_004946,-18.69289892321609,-18.658815684279105,-18.771456444227187,112.0,-0.435,-0.4067777777777778
1182,UHRF1BP1,NM_017754,-18.6946830450096,-18.65953286459798,-18.77315599039711,105.0,-0.6237606837606838,-0.5220958083832336
1183,RAB4B,NM_016154,-18.6946830450096,-18.662489797296647,-18.776091186457066,120.0,-0.5774522292993629,-0.4503501945525292
1184,NDUFB6,NM_002493,-18.6946830450096,-18.66533731846033,-18.777651164368173,88.0,-0.4003225806451613,-0.4170982142857143
1185,RRAGC,NM_022157,-18.695340554216973,-18.66818897826065,-18.77773377070152,78.0,-0.5682485875706215,-0.5428519855595668
1186,ZNF460,NM_006635,-18.69728382670965,-18.670333219237108,-18.77795815309915,113.0,-0.4804968944099378,-0.4668246445497629
1187,ANKLE2,NM_015114,-18.698516139514727,-18.671763866618804,-18.778842834523786,91.0,-0.5612222222222222,-0.6348421052631579
1188,PBDC1,NM_016500,-18.699553975244196,-18.67242154503777,-18.780449548040842,115.0,-0.39295238095238094,-0.3967419354838709
1189,ZBTB45,NM_001316978,-18.702570409842764,-18.67430469727568,-18.78155476024004,118.0,-0.4376524953789279,-0.441591263650546
1190,NAPG,NM_003826,-18.702570409842764,-18.675420287105503,-18.782013127523093,118.0,-0.5062555066079295,-0.4639449541284404
1191,MTMR10,NM_017762,-18.705321443214654,-18.6773903828988,-18.78560064308957,98.0,-0.4463265306122449,-0.3612626262626263
1192,DNTTIP1,NM_052951,-18.70565207638017,-18.67996875067316,-18.789671643430022,85.0,-0.4825,-0.4858928571428571
1193,ITPA,NM_001324240,-18.70792222491471,-18.680058887063502,-18.78967433952547,104.0,-0.4578125,-0.4246232876712329
1194,GPD1L,NM_015141,-18.712620745696267,-18.680880138946193,-18.790334627207283,112.0,-0.537860696517413,-0.4616943521594684
1195,TBCD,NM_005993,-18.71547381467867,-18.6812577937146,-18.791903540434927,101.0,-0.4039230769230769,-0.4734347826086957
1196,ACSS1,NM_032501,-18.718074596378727,-18.68229408730916,-18.792479317564197,122.0,-0.408,-0.5722777777777778
1197,MAP7D1,NM_018067,-18.71961631155481,-18.683109084499378,-18.794472012250843,78.0,-0.6148565121412803,-0.593508137432188
1198,ATAD3A,NM_018188,-18.720000852993888,-18.68372222349346,-18.79641406523959,94.0,-0.5426190476190477,-0.5661504424778762
1199,HMGN1,NM_004965,-18.721657862534347,-18.6845530470951,-18.796754855419074,71.0,-0.5239705882352941,-0.4661184210526315
1200,BDP1,NM_018429,-18.721886460089348,-18.685483931361265,-18.797906667814697,100.0,-0.5061977186311787,-0.5179063360881543
1201,NEK4,NM_003157,-18.722442483994765,-18.68551996908369,-18.79863354650906,78.0,-0.4709852216748768,-0.4636303630363036
1202,NECTIN2,NM_001042724,-18.72367058188285,-18.686929303139074,-18.80017658989065,104.0,-0.4805641025641026,-0.5115714285714286
1203,MICALL2,NM_182924,-18.72367058188285,-18.687193938416506,-18.80237388868169,106.0,-0.5906122448979592,-0.5375303643724697
1204,VSIR,NM_022153,-18.727308272325672,-18.687506176742037,-18.802420247379832,87.0,-0.5173758865248227,-0.4960580912863071
1205,TSC22D4,NM_030935,-18.728957165015963,-18.6887484383252,-18.803172630608245,82.0,-0.4556423841059602,-0.4494970760233918
1206,SIDT2,NM_001040455,-18.728957165015963,-18.688931670241168,-18.80463973832916,94.0,-0.28975609756097565,-0.3677304964539007
1207,ACBD5,NM_001352579,-18.730569804343126,-18.689371103351547,-18.80662389405105,121.0,-0.3769301470588236,-0.3838043478260869
1208,GORASP2,NM_015530,-18.732038831553364,-18.68958734294586,-18.806787297025203,81.0,-0.4042453987730061,-0.4172131147540984
1209,SPOUT1,NM_016390,-18.732423372992447,-18.68958734294586,-18.807087974870306,110.0,-0.22951219512195126,-0.2776595744680851
1210,TMOD1,NM_003275,-18.732455411438586,-18.689802836966734,-18.807907767849574,85.0,-0.3506103286384977,-0.3399680511182109
1211,CCT6A,NM_001762,-18.733822953346863,-18.69044465237211,-18.809562408467336,121.0,-0.4290243902439024,-0.4546590909090909
1212,TMEM41B,NM_015012,-18.737736852668004,-18.691087399958167,-18.81044853290878,105.0,-0.5114067278287462,-0.5239110070257611
1213,RPLP1,NM_001003,-18.740007001202546,-18.692309151009397,-18.811376460078844,98.0,-0.3734108527131783,-0.3397816593886463
1214,PPT1,NM_000310,-18.74079162266296,-18.694910191470086,-18.81194842266456,122.0,-0.4754310344827586,-0.523012048192771
1215,NTAN1,NM_173474,-18.741860569851863,-18.695487065073046,-18.81229712379184,67.0,-0.6701851851851851,-0.6007211538461539
1216,CTSD,NM_001909,-18.742089167406867,-18.699028766750267,-18.814238384744176,95.0,-0.4221804511278195,-0.3860515021459228
1217,SGPP1,NM_030791,-18.74354265603485,-18.69932632598628,-18.814783044821095,90.0,-0.5376158940397352,-0.5134262948207171
1218,NR1D2,NM_005126,-18.74387328920037,-18.700354859118235,-18.81519601652195,70.0,-0.5936990595611285,-0.5346778042959427
1219,NOL10,NM_024894,-18.74387328920037,-18.700433658219968,-18.816703099683554,96.0,-0.437063492063492,-0.3993362831858407
1220,ATG9A,NM_001077198,-18.748759792312136,-18.7013205762382,-18.816740311797265,111.0,-0.4811063829787234,-0.4539402985074626
1221,CDK6,NM_001145306,-18.749571310315,-18.701409081911027,-18.817128119835537,70.0,-0.4966924564796906,-0.4852998379254457
1222,PDXK,NM_003681,-18.753854178198047,-18.701502605408876,-18.819461753633867,66.0,-0.4887373737373737,-0.5220134228187919
1223,RBL2,NM_005611,-18.754442240549604,-18.70152409715067,-18.819884937175782,71.0,-0.5455084745762713,-0.5453669724770642
1224,FOXK2,NM_004514,-18.761410909865692,-18.70213723614475,-18.820089014818357,92.0,-0.5664912280701755,-0.6802952029520296
1225,HARS2,NM_012208,-18.761663197148046,-18.704112775317107,-18.821511552294623,68.0,-0.3619730941704036,-0.4235913312693497
1226,ARF5,NM_001662,-18.761891794703047,-18.70519751308626,-18.821833511943396,86.0,-0.5669387755102041,-0.4978137651821862
1227,PSMD11,NM_001270482,-18.765946065031084,-18.707017786096987,-18.822708780112887,117.0,-0.39901639344262296,-0.4598136645962733
1228,FRY,NM_023037,-18.767589815817683,-18.707396645734025,-18.82411812100832,106.0,-0.4731451612903226,-0.4460234899328859
1229,NRDE2,NM_017970,-18.76896249962965,-18.710598218433077,-18.82500220120888,124.0,-0.3745493562231759,-0.4027927927927928
1230,P4HTM,NM_177938,-18.770190597517747,-18.71074040933991,-18.826153970106425,106.0,-0.5078223495702006,-0.5344988864142539
1231,WDR82,NM_025222,-18.77026004437357,-18.711876294079907,-18.827624071541358,86.0,-0.4794326241134752,-0.4437434554973822
1232,PCMT1,NM_005389,-18.775305698184518,-18.711883920041988,-18.82803026115195,64.0,-0.3251515151515152,-0.4472932330827068
1233,NAA25,NM_024953,-18.776098436495108,-18.712431675941065,-18.82950356066635,121.0,-0.3136206896551724,-0.3961392405063292
1234,ZNF263,NM_005741,-18.77942941536837,-18.716171662941694,-18.83037745742737,119.0,-0.5525301204819277,-0.545625
1235,SMIM10L1,NM_001271592,-18.77942941536837,-18.716691278437928,-18.830526072031372,86.0,-0.5598863636363637,-0.5068478260869564
1236,EMID1,NM_133455,-18.784295203699287,-18.71691326844699,-18.830612346927897,100.0,-0.5278740157480315,-0.5973127753303965
